Name;Address;Phone;Category
La Finca;Mechelsesteenweg 71, 1970 Wezembeek-Oppem;0483 73 63 75;Biowinkels
Bloemenhal;Kloosterweg 2, 9300 Aalst;0491 59 59 22;Bloemenwinkels
't Florentijntje;Smissestraat 12, 9910 Knesselare;09 374 67 62;Bloemenwinkels
Bloembinderij Vandenbeck;Leuvensesteenweg 352, 3370 Boutersem;016 72 06 12;Bloemenwinkels
La bella vita;Pastorijstraat 4, 2480 Dessel;0492 62 00 28;Bloemenwinkels
Bloemenweelde;Kleine Omstraat 11, 3620 Veldwezelt;089 71 46 72;Bloemenwinkels
Mimosa;Pompoenstraat 68A, 2222 Wiekevorst;014 26 56 80;Bloemenwinkels
Bloemenatelier Koen Verbeeck;Pastoor Mellaertsstraat 34, 2220 Heist-op-den-Berg;015 23 04 40;Bloemenwinkels
Sels Flowers;Patersstraat 60, 2300 Turnhout;014 42 30 66;Bloemenwinkels
't Margrietje;Statiestraat 67, 8810 Lichtervelde;051 72 27 82;Bloemenwinkels
Bloemenhal;Lisdoddenstraat 7, 8430 Middelkerke;0491 59 59 22;Bloemenwinkels
Bloemen De Paepe Hans;Ten Bosse 76, 9620 Zottegem;09 360 09 93;Bloemenwinkels
Wera-Rooms;Moorselsteenweg 34, 1933 Sterrebeek;02 731 34 27;Bloemenwinkels
Bloemisterij Ten Rozen;Rozendreef 168, 9300 Aalst;0473 81 81 97;Bloemenwinkels
Boeckx Bloemen;Doornstraat 92, 2270 Herenthout;014 51 10 46;Bloemenwinkels
Amaryllis;Wechelsebaan 166, 2275 Lille;014 88 12 26;Bloemenwinkels
Amaryllis;Oostmalsesteenweg 11, 2310 Rijkevorsel;0494 40 92 58;Bloemenwinkels
Hardy Bloemen;St. Jorisstraat 3, 3740 Bilzen;089 41 63 16;Bloemenwinkels
Rozenkwekerij Van Biesen;Stwg. op Lebbeke 115, 1745 Opwijk;052 35 11 89;Bloemenwinkels
Leliveld Bloemen;Hoogstraat 84, 3600 Genk;089 50 28 50;Bloemenwinkels
Davy Crucke;Godveerdegemstraat 74, 9620 Zottegem;09 360 33 59;Bloemenwinkels
Bloembinderij Rubus;Kortrijkstraat 119, 8770 Ingelmunster;051 31 73 33;Bloemenwinkels
Bloemenzaak De Wingerd;Jodenstraat 39, 2270 Herenthout;014 51 58 22;Bloemenwinkels
Delfleur;Massemsesteenweg 57, 9230 Massemen;093 11 82 92;Bloemenwinkels
Crea-Fleur;Weg naar Bree 100, 3660 Opglabbeek;089 36 48 40;Bloemenwinkels
De Vier Seizoenen;Tongersestraat 1B1, 3840 Borgloon;012 74 60 86;Bloemenwinkels
Bloemenrijk;Mechelsesteenweg 182, 3020 Herent;016 22 57 90;Bloemenwinkels
Primavera;Groenstraat 167, 2610 Wilrijk;03 238 51 26;Bloemenwinkels
Florenza;Kapelsesteenweg 227, 2180 Ekeren;03 647 00 72;Bloemenwinkels
Coni-Roos;Meerstraat 67, 1840 Londerzeel;052 30 92 70;Bloemenwinkels
Bloemen Valkenborghs;Ringlaan 81, 2400 Mol;014 81 11 65;Bloemenwinkels
De Ridder Bloembinderij;Jan Rosierlaan 57, 3620 Lanaken;089 71 19 11;Bloemenwinkels
Oxalis;Assesteenweg 193, 1750 Lennik;02 307 54 65;Bloemenwinkels
Stuifmeel & Stamper;Tiensesteenweg 108A, 3360 Korbeek-Lo;016 89 50 94;Bloemenwinkels
Het Sfeerhuys;Hoogstraat 27, 3670 Meeuwen;011 79 28 98;Bloemenwinkels
Bloemenhal;Brusselsesteenweg 765, 9050 Gentbrugge;0491 59 59 22;Bloemenwinkels
Bloemen & Planten De Molen;Strijderslaan 1, 9220 Hamme;052 47 87 41;Bloemenwinkels
El Florido;Esenstraat 41B, 8610 Zarren;051 56 74 02;Bloemenwinkels
Bloemen Damman;Leopold I-laan 86, 8000 Brugge;050 31 27 92;Bloemenwinkels
Bloemen Pari;Sint-Remigiusweg 3A/1, 3150 Haacht;0475 45 88 83;Bloemenwinkels
Sampermans;Diestersteenweg 7, 3850 Nieuwerkerken;011 68 69 69;Bloemenwinkels
Vandenbogaerde Bloemen;Vichtesteenweg 123, 8540 Deerlijk;056 77 88 55;Bloemenwinkels
Bloemenkwekerij Somers;Struikstraat 20a, 3460 Bekkevoort;013 33 61 73;Bloemenwinkels
Bloemencreaties Florina;Stationsstraat 49, 1770 Liedekerke;053 66 15 23;Bloemenwinkels
Bloemenhal;Kleibeekstraat 33, 9100 Sint-Niklaas;0491 59 59 22;Bloemenwinkels
Mrs. Bouquet Bloemenhal;Gentseweg 757, 8793 Sint-Eloois-Vijve;0472 59 31 47;Bloemenwinkels
Floriste Kathleen Ghyselinck;Zuidlaan 43, 9630 Zwalm;0477 41 98 71;Bloemenwinkels
Floristic;Bakkerstraat 132, 9200 Grembergen;052 21 52 37;Bloemenwinkels
Bloemen Cindy;Terreststraat 1, 8650 Houthulst;051 70 25 73;Bloemenwinkels
Florigineel;Lichtaartseweg 71, 2200 Herentals;014 23 17 00;Bloemenwinkels
Bloemen Guy Vernimmen;Jozef Buyssestraat 1, 9230 Wetteren;09 369 31 78;Bloemenwinkels
Bloemisterij Bogaerts;Handelslei 244, 2980 Zoersel;03 383 24 69;Bloemenwinkels
Walter Van Gastel;Grote Steenweg 33, 2550 Kontich;03 457 84 34;Bloemenwinkels
't Blommeke;Heirbaan 284, 9200 Sint-Gillis-bij-Dendermonde;052 21 56 18;Bloemenwinkels
Multi-Flora;Poperingseweg 353, 8908 Vlamertinge;057 21 93 85;Bloemenwinkels
Rozen Van Gestel;Spokenhofstraat 23, 2530 Boechout;03 455 83 52;Bloemenwinkels
't Bloementuiltje;Pijpersveldstraat 9, 3500 Hasselt;011 24 10 02;Bloemenwinkels
Genker Bloemenhuis;Onderwijslaan 63, 3600 Genk;‭089 21 77 60‬;Bloemenwinkels
Muguet;Koningslaan 133, 8300 Knokke;050 60 36 65;Bloemenwinkels
Bloemengroen D'Haene;Heuntjesstraat 29, 8570 Anzegem;056 68 81 89;Bloemenwinkels
Bloembinderij Naudts-Boone;Dorp-Oost 26, 9080 Lochristi;09 355 80 53;Bloemenwinkels
Cumulus;Sint-Gillisstraat 6, 9170 De Klinge;03 770 75 76;Bloemenwinkels
Orchidee Kwekerij Coupé Frank;Gontrode Heirweg 75, 9090 Melle;09 232 47 57;Bloemenwinkels
La Bella Donna;Eugeen Woutersstraat 16B, 2220 Heist-op-den-Berg;015 24 26 26;Bloemenwinkels
Bloemenwinkel Hofken van Olyveten;Kerkplein 2 5, 2330 Merksplas;014 88 15 00;Bloemenwinkels
De Geheime Tuin;Kwakkelstraat 117, 2300 Turnhout;014 41 00 16;Bloemenwinkels
Kwekerij Het Wilgenbroek;Wilgenbroekstraat 60, 8020 Oostkamp;050 40 50 30;Bloemenwinkels
Bloemen Patio;Dr.-Van de Perrestraat 96, 2440 Geel;014 56 07 73;Bloemenwinkels
Bloemenhal;Brugsesteenweg 500, 8800 Roeselare;null;Bloemenwinkels
Fleur Folie;Bouwelsesteenweg 193A, 2560 Nijlen;03 321 14 43;Bloemenwinkels
Masschelein;Woumenweg 284, 8600 Diksmuide;051 50 36 63;Bloemenwinkels
Nina's bloemenhoek;Antwerpsesteenweg, 9041 Oostakker;09 335 89 93;Bloemenwinkels
Bloemen Anthos;Maaseikerlaan 73, 3680 Neeroeteren;089 86 11 14;Bloemenwinkels
Florista;St.-Jozefslaan 37, 2400 Mol;014 81 28 00;Bloemenwinkels
De Gelderse Roos;Rijn 133, 2440 Geel;014 58 22 27;Bloemenwinkels
Bloembloem;Baron August De Becker-Remyplein 10, 3010 Kessel-Lo;016 25 20 85;Bloemenwinkels
Leen Bakker;Nora Tilleylaan 18, 2800 Mechelen;03 641 85 15;Bedden
Sleeplife;Gentse steenweg 329, 9300 Aalst;053 21 39 14;Bedden
De Matrassenkoning;Rijksweg 598, 3630 Maasmechelen;089 71 10 88;Bedden
1000 Matrassen;Ooststatiestraat 171A, 2550 Kontich;03 449 00 03;Bedden
Sleeplife;Bredabaan 972, 2170 Merksem;03 647 15 45;Bedden
Sleeplife;Hasseltweg 111, 3600 Genk;089 35 06 16;Bedden
Dorsoo;Antwerpseweg 126/2, 2440 Geel;014 49 98 18;Bedden
Sleepy;Bredabaan 1155, 2900 Schoten;03 369 90 17;Bedden
De Matrassenkoning;Luchthavenlaan 1, 1800 Vilvoorde;02 251 12 27;Bedden
De Matrassenkoning;Leuvensesteenweg 26, 3290 Diest;013 33 73 96;Bedden
Akvalito Waterbedden;Herentalsebaan 270, 2100 Deurne;03 645 00 12;Bedden
De Matrassenkoning;Torhoutsesteenweg 694, 8400 Oostende;059 51 80 55;Bedden
Sleeplife;Kortrijkstraat 341, 8560 Wevelgem;056 41 72 00;Bedden
Regina;Brusselstraat   28, 9400 Ninove;054 33 37 55;Bedden
Twaalf-Twaalf;Kortrijksesteenweg 1212, 9051 Sint-Denijs-Westrem;09 221 58 28;Bedden
Hypnos;Kapelstraat 117, 8450 Bredene;059 44 40 10;Bedden
De Matrassenkoning;Boomse Steenweg 35-37, 2627 Schelle;03 448 13 08;Bedden
Matrasbazaar;Grote Baan 74, 3530 Houthalen-Helchteren;011 55 37 11;Bedden
Sleeplife;Antwerpsesteenweg 1124, 9041 Oostakker;09 355 98 01;Bedden
De Matrassenkoning;Kapelstraat 107, 9100 Sint-Niklaas;03 777 23 71;Bedden
KP Bedding;Sint-Bernardsesteenweg 429, 2660 Hoboken;03 336 02 79;Bedden
Leen Bakker;Schurhoven 1308, 3800 Sint-Truiden;011 68 29 51;Bedden
Leen Bakker;Kloosterbempden 19, 3680 Maaseik;089 79 11 49;Bedden
Droom matrassen;Ninoofsesteenweg 44, 1760 Roosdaal;054 34 32 02;Bedden
Sleepworld;Antwerpse Steenweg 91, 9080 Lochristi;09 367 08 50;Bedden
Swiss Sense;Zeelsebaan 83D, 9200 Dendermonde;052 280 111;Bedden
Sleeplife;Meensesteenweg 347, 8800 Roeselare;051 20 14 27;Bedden
De Matrassenkoning;Frans Beirenslaan 29, 2150 Borsbeek;03 314 06 51;Bedden
Leen Bakker;Zuidlaan 99B, 9230 Wetteren;09 366 27 33;Bedden
Sleeplife;Boomsesteenweg 560, 2610 Wilrijk;03 828 98 29;Bedden
Sleepworld;Antwerpsesteenweg 364, 2500 Lier;03 488 31 82;Bedden
The Night Store;Diestersesteenweg 141, 3583 Paal;011 42 30 30;Bedden
De Matrassenkoning;Brusselsesteenweg 205, 9402 Meerbeke;054 32 59 88;Bedden
Sleepworld;Koning Leopoldlaan 20E, 9990 Maldegem;050 74 06 20;Bedden
The Waterbedcompany;Boomsesteenweg 486, 2020 Antwerpen;03 827 32 67;Bedden
Sleep Inn;Buke 8, 9620 Zottegem;09 361 08 89;Bedden
Lootens Meubelen;Torhoutsesteenweg 637, 8400 Oostende;059 70 42 18;Bedden
Home Bedding;Nieuwlandstraat 1, 9870 Olsene;09 388 99 54;Bedden
Latexco;Sint-Amandstraat 8, 8700 Tielt;051 40 14 31;Bedden
Moerman Slaapcomfort;Lippenslaan 28-30, 8300 Knokke;050 60 17 56;Bedden
Slaap...wel;Kasteelstraat 37, 9255 Buggenhout;052 41 52 41;Bedden
Beter Bed;Lammerdries-Winkelstraat 4, 2250 Olen;014 48 07 58;Bedden
De Matrassenkoning;Koning Leopoldlaan 83, 9990 Maldegem;050 72 00 81;Bedden
Slaapstudio Dodo;Stapelstraat 62, 3800 Sint-Truiden;0475 78 72 60;Bedden
De Nachtrust;Hoogstraat 65, 9960 Assenede;09 344 42 62;Bedden
Sylva Sleeping;Isschotweg 175, 2222 Itegem;015 24 28 78;Bedden
Swiss Sense;Kuringersteenweg 506, 3511 Kuringen;011 92 29 29;Bedden
Sleepworld;Oosterzelesteenweg 5 bus 8, 9230 Wetteren;09 366 10 36;Bedden
Tongers Slaapcomfort;Sint-Truidersteenweg 151, 3700 Tongeren;012 26 16 02;Bedden
Beter Bed;Hasseltweg 178, 3600 Genk;089 79 31 11;Bedden
De Matrassenkoning;Brugsesteenweg 473, 8800 Roeselare;051 24 15 25;Bedden
DM Slaapcomfort;Moorselbaan 101, 9300 Aalst;0472 10 92 00;Bedden
Slaapcomfort La Nuit;Geelsebaan 36a, 3980 Tessenderlo;013 67 23 99;Bedden
KP Bedding;Venstraat 153/E, 2900 Schoten;03 646 66 04;Bedden
Sleepwise;Antwerpsesteenweg 39, 2950 Kapellen;03 605 32 13;Bedden
Time 2 Sleep;Puursesteenweg 399A, 2880 Bornem;03 886 74 12;Bedden
De Matrassenkoning;Antwerpseweg 59, 2440 Geel;014 58 34 10;Bedden
Dorsoo;Ten Beukeboom 13, 9400 Ninove;054 31 97 21;Bedden
Time 2 Sleep;Wolvertemsesteenweg 319B, 1850 Grimbergen;02 270 55 98;Bedden
Spiers Slaap;Deinzestraat 64, 9700 Oudenaarde;055 31 10 30;Bedden
Sleeplife;Gentsesteenweg 56, 9750 Zingem;09 384 68 36;Bedden
Tempur Store;Kortrijksesteenweg 65, 9830 Sint-Martens-Latem;09 245 71 28;Bedden
Aksent Bedcollection;Mechelbaan 499, 2580 Putte;015 25 21 33;Bedden
Fabrieksmeubel;Koningsdal 43, 9000 Gent;09 227 22 26;Bedden
Beter Bed;Antwerpsesteenweg 65, 2630 Aartselaar;03 808 05 74;Bedden
Coco-Mat België;De Keyserlei 11, 2000 Antwerpen;03 231 68 06;Bedden
de Bedstee;Dorp 30, 2230 Herselt;014 54 55 11;Bedden
Dorsoo;Antwerpsesteenweg 62, 2630 Aartselaar;03 283 77 70;Bedden
Oostendse Wondermatrassen;Vindictivelaan 14, 8400 Oostende;059 50 75 45;Bedden
De Matrassenplaneet;Abdijstraat 74, 2020 Antwerpen;03 216 18 16;Bedden
De Maesschalck;Brugse Heirweg 31, 9190 Stekene;09 346 82 55;Bedden
De Matrassenkoning;Luikersteenweg 151/13, 3700 Tongeren;012 39 57 51;Bedden
Sleepconsult;Kuringersteenweg 496, 3511 Kuringen;011 25 29 29;Bedden
De Matrassenkoning;Zelebaan 89, 9160 Lokeren;093 61 88 92;Bedden
Ganzendons Fja Oeyen;Asstraat 2, 2400 Mol;014 31 13 92;Bedden
Standaard Boekhandel;Oudestraat 7, 3990 Peer;011 54 27 92;Boekhandels
Stripwinkel Pierke;Frans van Ryhovelaan 312, 9000 Gent;09 227 70 86;Boekhandels
Standaard Boekhandel;Nieuwstraat 33, 2910 Essen;03 236 35 90;Boekhandels
Tiferes Judaica;Lange Leemstraat 144B, 2018 Antwerpen;03 230 75 81;Boekhandels
Boekenvoordeel;Albert I laan 254, 8620 Nieuwpoort;null;Boekhandels
Standaard Boekhandel;Diestsestraat 127, 3000 Leuven;016 23 79 42;Boekhandels
Figura;Steenweg 131, 3870 Heers;011 48 47 88;Boekhandels
De Banier;Vaartstraat 14, 3500 Hasselt;011 23 14 89;Boekhandels
De Banier;Sint Antoniusstraat 37, 2300 Turnhout;014 42 15 13;Boekhandels
Standaard Boekhandel;Grote Markt 37, 8900 Ieper;057 21 61 17;Boekhandels
De Banier;Jan-Pieter Minckelersstraat 29, 3000 Leuven;016 29 97 84;Boekhandels
Joodse Boekenwinkel Merkaz Judaica;Mercatorstraat 42, 2000 Antwerpen;03 218 51 32;Boekhandels
Standaard Boekhandel;Stationsstraat 15, 3090 Overijse;02 767 31 90;Boekhandels
Boekhandel Lucas;Hasseltsestraat 63, 3290 Diest;013 33 32 47;Boekhandels
De Banier;Delaerestraat 16, 8800 Roeselare;051 24 35 11;Boekhandels
Standaard Boekhandel;Stationsstraat 2, 8790 Waregem;056 60 18 78;Boekhandels
Boekhandel Pardoes;Koninginnelaan 115, 3630 Maasmechelen;089 46 17 51;Boekhandels
De Banier;Onze-Lieve-Vrouwestraat 34, 2800 Mechelen;015 41 02 34;Boekhandels
Carpe Diem;Alsembergsesteenweg 610, 1653 Dworp;02 380 10 43;Boekhandels
Namaste;Edmond van Beverenplein 25, 9000 Gent;09 217 01 61;Boekhandels
Standaard Boekhandel;Kerkstraat 109, 8370 Blankenberge;050 41 72 67;Boekhandels
Standaard Boekhandel;Steenstraat 88, 8000 Brugge;050 34 26 70;Boekhandels
Standaard Boekhandel;Albert I laan 265 - 267, 8620 Nieuwpoort;058 23 27 31;Boekhandels
De Banier;Stationsstraat 77, 9100 Sint-Niklaas;03 766 07 66;Boekhandels
Paard van Troje;Kouter 113-114, 9000 Gent;09 330 08 83;Boekhandels
Standaard Boekhandel;Pauwengraaf 6, 3630 Maasmechelen;089 77 38 62;Boekhandels
Standaard Boekhandel;Statielei 85, 2640 Mortsel;03 449 46 88;Boekhandels
Standaard Boekhandel;Dorpsstraat 17A, 2590 Berlaar;03 385 07 67;Boekhandels
Standaard Boekhandel;Bredabaan 316, 2930 Brasschaat;03 653 56 39;Boekhandels
Boekenvoordeel;Kerkstraat 78, 8370 Blankenberge;null;Boekhandels
Boekhandel de Slegte;Wapper 5, 2000 Antwerpen;03 231 66 27;Boekhandels
Standaard Boekhandel;Oude Vest 13, 9200 Dendermonde;052 20 36 46;Boekhandels
Standaard Boekhandel Student Shop;Vleminckveld 14, 2000 Antwerpen;null;Boekhandels
Wolu Press;Emile Vanderveldelaan 39, 1200 Sint-Lambrechts-Woluwe;0497 42 98 59;Boekhandels
Boekenvoordeel;Gasthuisstraat 45, 2300 Turnhout;null;Boekhandels
Boekenvoordeel;Kattestraat 64, 9300 Aalst;null;Boekhandels
Standaard Boekhandel;Campuslaan, 3590 Diepenbeek;011 23 36 03;Boekhandels
Acco Boek- en Kantoorhandel;Celestijnenlaan 200, 3001 Heverlee;016 32 78 70;Boekhandels
Standaard Boekhandel;Stationsstraat 24-26, 9160 Lokeren;09 348 01 12;Boekhandels
Stripwinkel Jobart;Veldstraat 28 A, 2440 Geel;014 59 34 71;Boekhandels
Boekhandel Limerick;Koningin Elisabethlaan 142, 9000 Gent;09 222 17 57;Boekhandels
Standaard Boekhandel;Vredelaan 39, 3530 Houthalen-Helchteren;011 52 65 34;Boekhandels
Boekenvoordeel;Antwerpsestraat 71, 2500 Lier;null;Boekhandels
Boekhandel Walry;Zwijnaardsesteenweg 6, 9000 Gent;09 222 91 67;Boekhandels
Abdijboekhandel De Drie Provincien;Abdijstraat 1, 3271 Averbode;013 69 99 34;Boekhandels
De Boekuil;Antwerpsestraat 32, 2640 Mortsel;03 449 13 65;Boekhandels
Bookshop Mia;Ringlaan 9, 1745 Opwijk;052 35 82 75;Boekhandels
Standaard Boekhandel;Bernard Kempplein 1 A, 3930 Hamont-Achel;011 80 30 16;Boekhandels
Standaard Boekhandel;Hasseltsestraat 12, 3290 Diest;013 33 76 28;Boekhandels
Standaard Boekhandel;Bergstraat 117, 2220 Heist-op-den-Berg;015 24 07 72;Boekhandels
Standaard Boekhandel;Zeelaan 134, 8660 De Panne;058 42 19 38;Boekhandels
Standaard Boekhandel;Nieuwstraat 22, 3300 Tienen;016 81 05 76;Boekhandels
Het Goede Boek;Vennestraat 345, 3600 Genk;089 30 58 86;Boekhandels
Jeukiboek;Groenestraat 9, 8210 Zedelgem;050 20 82 21;Boekhandels
Standaard Boekhandel;Nieuwstraat 38, 9300 Aalst;053 21 28 41;Boekhandels
Standaard Boekhandel;Opitterstraat 6, 3960 Bree;089 46 88 79;Boekhandels
De Banier;Molenstraat 65, 9300 Aalst;053 70 13 80;Boekhandels
Standaard Boekhandel;Vilvoordsesteenweg 1 bus 1, 1850 Grimbergen;02 270 32 82;Boekhandels
Standaard Boekhandel;Zeelaan 269 - 271, 8670 Koksijde;058 51 76 98;Boekhandels
Standaard Boekhandel;Th. De Beckerstraat 12-14, 3200 Aarschot;016 56 08 77;Boekhandels
Standaard Boekhandel;Kapellestraat 65, 2630 Aartselaar;03 887 33 86;Boekhandels
Standaard Boekhandel;Stationsstraat 25, 9900 Eeklo;09 377 08 00;Boekhandels
Standaard Boekhandel;Ooststraat 56, 8800 Roeselare;051 20 01 72;Boekhandels
Standaard Boekhandel;Koninginnelaan 1, 8430 Middelkerke;059 31 10 17;Boekhandels
Standaard Boekhandel;Doorniksestraat 3, 8500 Kortrijk;056 22 10 89;Boekhandels
Standaard Boekhandel;Kortrijkstraat 26, 8700 Tielt;051 40 45 91;Boekhandels
Bloomie's Stripwinkel;Rootenstraat 29/1, 3600 Genk;089 35 68 17;Boekhandels
Standaard Boekhandel;Boomgaard 16, 9880 Aalter;09 374 68 43;Boekhandels
Sue Ryder Bookshop;Langestraat 185, 8000 Brugge;050 34 14 09;Boekhandels
Standaard Boekhandel;Turnhoutsebaan 334, 2970 Schilde;03 385 56 44;Boekhandels
VDC Boeken;Koninklijke Baan 21, 8420 De Haan;059 51 83 42;Boekhandels
Standaard Boekhandel;Sint Antoniusstraat 18-22, 2300 Turnhout;014 42 68 34;Boekhandels
Boekenvoordeel;Koning Albertstraat 16, 3500 Hasselt;null;Boekhandels
Boekenvoordeel;Lippenslaan 245, 8300 Knokke;null;Boekhandels
Standaard Boekhandel;Generaal Baron Jacquesstraat 22, 8600 Diksmuide;051 50 53 16;Boekhandels
Tante Tinne Natuurvoeding;Molenstraat 19, 9960 Assenede;09 328 89 29;Biowinkels
All 4 Nature;Steenpoort 2, 8500 Kortrijk;056 25 95 77;Biowinkels
Bio-Planet;Egide Van Ophemstraat 50, 1180 Ukkel;null;Biowinkels
Dieetcenter;Molenborre 18, 1500 Halle;02 356 83 56;Biowinkels
Natural Bio Store;O.L.V. ten Steenstraat 3, 3300 Tienen;0479 01 48 09;Biowinkels
Diet Food;Dansettestraat 10, 1090 Jette;02 425 31 97;Biowinkels
Sanmovan;Dr. Vloeberghsstraat 8/1, 3401 Walshoutem;011 68 21 02;Biowinkels
Moor&Moor;Jakobijnenstraat 7, 9000 Gent;0495 23 69 83;Biowinkels
Kamperfoelie;Platte Lostraat 346, 3000 Leuven;0474 45 01 15;Biowinkels
Bio-Planet;Robert Dansaertlaan 9A, 1702 Groot-Bijgaarden;02 502 71 31;Biowinkels
Bio-Planet;Ninoofsesteenweg 554, 1701 Itterbeek;02 582 69 87;Biowinkels
Aloe Vera Products;Vosselaredorp 72, 9850 Vosselare;09 371 66 50;Biowinkels
Biosain;Rue Laid Burniat 5, 1348 Louvain-la-Neuve;010 76 04 79;Biowinkels
Verstraete A;Maloulaan 41, 8900 Ieper;0498 80 67 94;Biowinkels
Livinglong.be;Korte Lozanastraat 2, 2018 Antwerpen;03 238 04 00;Biowinkels
Bio-Sens;Lakense Laan 13, 1090 Jette;02 426 75 94;Biowinkels
Bio Shop;Kartuizersstraat 66, 1000 Brussel;02 511 94 02;Biowinkels
Bio Company;Cicerolaan 33, 1140 Evere;02 726 82 00;Biowinkels
BWell2;Bergstraat 4, 2440 Geel;014 70 48 18;Biowinkels
Bio Willems;Willemsstraat 48, 1210 Sint-Joost-ten-Node;null;Biowinkels
Harmony 7;Henri Werriestraat 87, 1090 Jette;02 675 47 14;Biowinkels
Les idées à la pelle;Louis Bertrandlaan 25, 1030 Schaarbeek;null;Biowinkels
Nature et Santé Diététique;Karreveldlaan 56, 1081 Koekelberg;02 410 84 24;Biowinkels
Dame Nature;Nieuwstraat 123, 1000 Brussel;02 219 89 00;Biowinkels
La Petite Épicerie Bio;Waterlose Steenweg 42, 1060 Sint-Gillis;02 534 58 30;Biowinkels
Winkelbeek;Hollebeekstraat 163, 1630 Linkebeek;02 356 08 42;Biowinkels
Bio Atelier;Mechelsesteenweg 219, 1933 Sterrebeek;0473 76 32 04;Biowinkels
Natural Corner;Trapstraat 1, 1000 Brussel;02 513 30 13;Biowinkels
Domchi International;Verheydenstraat 25, 1080 Sint-Jans-Molenbeek;02 527 03 93;Biowinkels
Bio World;Langestraat 6, 1150 Sint-Pieters-Woluwe;null;Biowinkels
Bio Vrac;Meyerbeerstraat 144, 1180 Ukkel;02 850 06 89;Biowinkels
C'est Bio;Schrijnwerkerstraat 27, 1200 Sint-Lambrechts-Woluwe;02 772 91 01;Biowinkels
Le Thym Frais;Helmetsesteenweg 184, 1030 Schaarbeek;02 215 01 10;Biowinkels
Vegasme;Waterloose Steenweg 367, 1050 Elsene;02 217 78 95;Biowinkels
Au p'tit bionheur;Pantheonlaan 103, 1081 Koekelberg;02 427 92 45;Biowinkels
Reason2Be;Filips de Goedestraat 22, 1000 Brussel;02 767 25 81;Biowinkels
Ozfair;Jean Volderslaan 9A, 1060 Sint-Gillis;02 534 67 00;Biowinkels
Vivadis;Congresstraat 35/1, 1000 Brussel;02 229 19 15;Biowinkels
Deleuse Dominique;Ferdinand Elbersstraat 133, 1080 Sint-Jans-Molenbeek;0475 60 22 86;Biowinkels
Therascience;Tervatestraat 46, 1040 Etterbeek;02 735 55 10;Biowinkels
Bloemen Derveaux Mireille;Schoolstraat 7/1, 9630 Zwalm;055 49 97 09;Bloemenwinkels
Bloemisterij Mortier-Goethals;Mithremstraat 52, 9940 Sleidinge;09 357 34 07;Bloemenwinkels
Moens;Itterbeeksebaan 174, 1700 Dilbeek;02 569 60 27;Bloemenwinkels
Bloemenhal;Gentstraat 47-67, 9700 Oudenaarde;0491 59 59 22;Bloemenwinkels
Sjoeën'gheid;Dorpsstraat 44, 3950 Bocholt;011 41 27 66;Bloemenwinkels
Utopia;Steenweg 143, 3890 Gingelom;011 88 38 52;Bloemenwinkels
Bloemen Fiori;Europalaan 89 2, 3650 Dilsen-Stokkem;089 86 86 66;Bloemenwinkels
Amaryllis;Menenstraat 70, 8940 Geluwe;056 51 63 98;Bloemenwinkels
Bloemen Abeel Diane;Sint-Bernardsesteenweg 1138, 2660 Hoboken;03 827 66 29;Bloemenwinkels
Het Viooltje;Haachtsesteenweg 510/4, 1910 Kampenhout;016 65 10 94;Bloemenwinkels
De Groene Hoek;Leopold II Laan 14, 8670 Oostduinkerke;058 51 18 91;Bloemenwinkels
Bloemen Rudi en Veerle;Galgstraat 73, 1600 Sint-Pieters-Leeuw;02 378 37 11;Bloemenwinkels
Florist Linda;Populierenlaan 59, 8450 Bredene;059 33 16 80;Bloemenwinkels
Bloemen Chris;Vossensteert 58, 8310 Assebroek;050 35 54 29;Bloemenwinkels
Bloemenhal;Leopoldlaan 109, 9400 Ninove;0473 37 06 65;Bloemenwinkels
't Bloemenhuisje;Lessiusstraat 107, 2960 Brecht;03 605 85 83;Bloemenwinkels
De Bloemerie;Brederodestraat 58, 2018 Antwerpen;03 238 97 98;Bloemenwinkels
Bloemerij De Voorhof;Delstraat 17, 2480 Dessel;014 37 08 04;Bloemenwinkels
Bloemsierkunst Peter;Burg. Henrylaan 57, 3650 Rotem;089 75 22 33;Bloemenwinkels
Flora Ilona;Walderdonk 66A, 9185 Wachtebeke;09 342 75 26;Bloemenwinkels
Bloemen Gielen;Kerkstraat 11, 3990 Peer;011 63 19 46;Bloemenwinkels
Bloemen Fleurose;Dorpsstraat 67, 3550 Zolder;011 51 55 85;Bloemenwinkels
Anjelier;Boeksheide 117, 1840 Londerzeel;0477 40 82 11;Bloemenwinkels
Geurig En Fleurig;Dorpsstraat 37, 8200 Sint-Michiels;050 30 03 37;Bloemenwinkels
Mrs. Bouquet Bloemenhal;Baron Ruzettelaan 86A, 8310 Assebroek;0471 83 51 47;Bloemenwinkels
Oase Bloemenloods;Berlaarbaan 384, 2861 Onze-Lieve-Vrouw-Waver;015 75 78 11;Bloemenwinkels
Stuifmeel & Stamper;Naamsesteenweg 177, 3001 Heverlee;016 22 09 36;Bloemenwinkels
Bloembinderij Exacum;Sint-Janstraat 132, 8700 Tielt;051 40 06 72;Bloemenwinkels
't Meiklokje;Hasseltsesteenweg 639, 3700 Tongeren;012 23 25 79;Bloemenwinkels
Naturel;Haantjesstraat 1B, 8700 Aarsele;051 46 64 99;Bloemenwinkels
Bloemen Vermandere;Schaapbrugstraat 2A, 8750 Zwevezele;051 61 19 05;Bloemenwinkels
